box_12a_code	box_12b_code	box_12c_code	box_12d_code	box_15_1_state	box_15_2_state	box_1_wages	box_3_social_security_wages	box_4_social_security_tax_withheld	box_5_medicare_wages	box_6_medicare_wages_tax_withheld	box_7_social_security_tips	box_8_allocated_tips	box_10_dependent_care_benefits	box_11_nonqualified_plans	box_12a_value	box_12b_value	box_12c_value	box_12d_value	box_13_statutary_employee	box_13_retirement_plan	box_13_third_part_sick_pay	box_16_1_state_wages	box_17_1_state_income_tax	box_18_1_local_wages	box_19_1_local_income_tax	box_16_2_state_wages	box_17_2_state_income_tax	box_18_2_local_wages	box_19_2_local_income_tax	box_2_federal_tax_withheld	anomaly_consensus	cluster	box_15_1_state
None	G	E	None	DE	SC	166924.52	132060.21	10102.61	128093.15	3714.7	132060.21	128093.15	154	251	7460	143	335	684	0	0	0	77059.48	7172.64	165834.17	16977.39	84348.35	8704.08	144076.73	32818.11	28365.16	False	5	DE
H	None	E	P	NE	MT	158701.57	125383.45	9591.83	140499.73	4074.49	125383.45	140499.73	219	177	6919	806	946	744	1	1	1	74346.64	3992.45	194969.31	19053.26	83689.28	4533.76	202468.78	30814.16	23757.11	False	0	NE
None	None	G	None	NJ	IN	173180.23	144945.08	11088.3	159274.11	4618.95	144945.08	159274.11	128	232	4792	367	386	103	0	1	1	93328.59	3183.58	126736.41	21041.86	86605.6	3943.49	216334.1	20412.08	48776.65	False	4	NJ
P	D	G	H	KY	VT	158995.41	192646.76	14737.48	146957.63	4261.77	192646.76	146957.63	206	175	3058	241	505	847	0	0	0	76102.87	5886.87	163490.55	26349.81	72378.84	5035.25	175165.52	20292.23	46795.7	False	4	KY
G	H	D	H	DE	NV	201416.47	175540.34	13428.84	181414.25	5261.01	175540.34	181414.25	163	124	8900	256	317	497	1	0	1	91772.83	7979.85	214920.3	29769.76	92517.46	8417.74	193418.1	39106.15	41575.01	False	3	DE
P	None	None	P	KS	HI	159274.52	184552.98	14118.3	146281.26	4242.16	184552.98	146281.26	262	231	3119	654	517	860	1	0	1	75838.75	8859.14	140962.5	16250.84	86701.98	7005.89	202260.01	31088.45	49444.62	False	4	KS
E	E	None	H	WA	DE	105726.15	122392.42	9363.02	128984.48	3740.55	122392.42	128984.48	286	161	9969	280	389	220	0	0	1	50072.34	3574.77	128191.29	18012.47	51137.3	3103.16	76589.19	11054.92	10903.81	False	4	WA
None	None	None	P	MT	NC	168068.74	151415.66	11583.3	131545.2	3814.81	151415.66	131545.2	185	202	8585	133	573	838	1	0	1	80209.34	3199.79	180022.16	27822.11	91625.94	3518.65	144333.31	30230.3	38439.76	False	4	MT
E	None	H	G	AL	WA	158661.13	143929.69	11010.62	111595.17	3236.26	143929.69	111595.17	128	250	1741	755	227	947	0	1	1	79868.98	7952.11	111825.58	30669.64	84687.19	5982.43	150228.84	28315.1	38283.17	False	4	AL
D	P	None	G	IN	MI	218533.71	254440.14	19464.67	214873.02	6231.32	254440.14	214873.02	237	126	2092	348	909	705	0	0	0	116348.26	12518.96	218717.55	38413.1	105487.41	12826.17	267676.41	30278.43	32346.88	True	3	IN
E	None	E	None	SD	VT	56715.77	48994.45	3748.08	51566.72	1495.43	48994.45	51566.72	179	164	4633	880	440	777	1	0	1	28438.73	2060.06	41484.21	6059.72	28099.0	2184.16	63210.33	10981.6	15653.32	False	1	SD
None	G	None	None	WY	PA	166418.47	208840.73	15976.32	141871.5	4114.27	208840.73	141871.5	101	278	3232	501	250	282	1	0	0	81554.82	3987.61	137755.68	26422.14	75905.56	6231.7	125411.07	18105.93	45244.43	False	4	WY
None	H	E	None	MS	SD	79076.89	76485.71	5851.16	86127.7	2497.7	76485.71	86127.7	236	165	5580	420	196	586	1	0	0	43424.41	3685.54	60860.54	12889.65	39204.08	2812.71	86712.98	11081.13	11214.26	False	2	MS
E	H	G	D	AR	WA	48918.19	61517.76	4706.11	38646.43	1120.75	61517.76	38646.43	150	226	2962	166	592	184	0	0	0	22721.39	2240.09	57620.98	8500.93	23716.02	2251.69	45636.76	7551.58	7107.04	False	1	AR
E	None	None	None	NJ	WI	95981.83	70751.24	5412.47	72385.17	2099.17	70751.24	72385.17	239	136	5105	387	458	710	0	0	0	49058.09	5941.32	70330.3	10750.72	48981.73	6080.73	74563.45	15033.52	18371.15	False	1	NJ
D	None	None	G	MA	NE	144175.04	128023.99	9793.84	165997.76	4813.94	128023.99	165997.76	205	284	5118	686	579	828	0	1	1	75046.71	3757.72	118708.41	20171.74	74115.16	3843.58	164711.0	20559.58	44046.41	False	4	MA
None	H	None	P	RI	CT	237164.82	233459.4	17859.64	214435.37	6218.63	233459.4	214435.37	295	293	4478	756	265	869	0	1	1	117991.66	5327.16	285167.81	47311.58	118631.7	3628.42	184950.89	29837.84	62575.69	False	3	RI
None	None	G	None	NV	TN	215823.29	260139.66	19900.68	236801.07	6867.23	260139.66	236801.07	195	177	4479	893	587	798	1	0	0	103385.48	10241.15	249354.76	31434.37	113410.93	14659.86	234645.79	33980.04	51816.32	False	3	NV
E	D	D	E	FL	KS	200672.38	208653.7	15962.01	229725.7	6662.05	208653.7	229725.7	241	293	9975	240	477	960	1	0	1	92779.26	5687.38	150014.15	26754.64	100915.8	7439.22	150481.23	33150.35	70715.6	True	3	FL
E	P	D	None	MO	IN	157070.83	135198.88	10342.71	153972.01	4465.19	135198.88	153972.01	280	276	5249	293	397	963	0	0	0	80003.05	4645.07	168168.46	21773.31	71785.9	5065.9	120405.61	27659.22	37579.09	False	4	MO
None	E	P	E	SD	GA	136315.0	146442.83	11202.88	173400.6	5028.62	146442.83	173400.6	202	213	6036	288	244	311	1	0	0	64005.15	6642.41	144322.84	18457.64	66484.71	5335.26	152763.61	24894.1	15538.87	False	4	SD
None	E	D	None	NE	TN	77706.78	58864.9	4503.16	62945.52	1825.42	58864.9	62945.52	109	182	1289	555	925	223	0	0	0	38799.95	1985.2	99114.9	12581.16	42027.3	1946.4	60604.88	9655.37	15668.33	False	1	NE
P	D	None	None	FL	PA	218032.3	235617.45	18024.73	256752.49	7445.82	235617.45	256752.49	253	104	5266	539	928	174	0	1	0	100381.55	5993.18	255346.72	38227.69	107211.84	5456.57	160703.02	23577.68	51231.88	False	3	FL
H	D	None	H	NH	VA	199157.3	148125.8	11331.62	245688.21	7124.96	148125.8	245688.21	224	178	7669	251	778	281	0	0	0	92672.12	7618.99	231305.46	27613.69	107909.04	7735.62	151250.66	30975.07	43106.1	False	3	NH
D	G	None	P	MT	TX	206850.28	217089.59	16607.35	247876.62	7188.42	217089.59	247876.62	161	240	1872	422	238	581	1	0	1	113482.13	4440.75	199318.29	36697.34	98529.42	4424.2	214469.25	37627.37	32112.6	False	3	MT
None	None	None	H	WI	IL	117490.24	112409.31	8599.31	138909.5	4028.38	112409.31	138909.5	204	258	7580	493	651	588	0	1	1	53747.24	3084.6	142852.62	15734.64	55481.16	3098.83	137587.09	12767.65	28446.89	False	4	WI
None	E	P	H	WA	AR	173276.93	183323.69	14024.26	131572.47	3815.6	183323.69	131572.47	136	273	2218	570	107	524	0	0	0	84478.86	6437.96	221417.53	33925.79	94514.94	7487.34	144874.08	31642.63	40901.48	False	4	WA
P	D	None	None	GA	NC	107833.68	81008.73	6197.17	79713.86	2311.7	81008.73	79713.86	286	117	3671	803	433	654	1	0	0	50861.62	4709.92	80504.81	11607.75	53902.78	5911.97	137217.25	19712.29	28225.24	False	1	GA
G	D	None	G	MA	IN	195033.53	210628.61	16113.09	155565.84	4511.41	210628.61	155565.84	297	213	6533	633	544	309	1	0	1	92309.23	3574.85	138846.35	36566.75	99591.92	5054.89	250829.44	37917.13	26658.75	False	3	MA
D	G	G	H	UT	MO	78167.08	77416.87	5922.39	56402.07	1635.66	77416.87	56402.07	106	201	1794	208	238	447	1	0	0	40606.28	4097.05	85911.07	11432.63	40595.95	3737.71	95449.62	15436.81	27743.49	False	1	UT
G	H	None	G	IN	IA	175847.83	207114.0	15844.22	210518.44	6105.03	207114.0	210518.44	275	217	9758	885	740	234	0	1	0	79953.14	8704.76	218285.59	26563.33	86970.88	7158.77	161213.49	20333.59	53878.35	False	3	IN
G	E	E	D	NE	RI	175753.17	206104.99	15767.03	188587.63	5469.04	206104.99	188587.63	245	232	7490	679	394	581	0	0	0	88999.38	3505.9	138218.69	24304.42	96649.27	4926.95	158326.98	27220.33	29829.0	False	4	NE
D	E	None	P	SC	MI	164149.24	147575.6	11289.53	142298.98	4126.67	147575.6	142298.98	205	125	4351	420	404	265	0	0	0	84377.8	4046.12	128650.58	27888.13	88463.04	4719.2	170801.84	24786.87	39090.12	False	0	SC
D	P	None	None	PA	MA	41269.66	52004.15	3978.32	37977.23	1101.34	52004.15	37977.23	105	214	7648	241	230	674	0	0	0	18922.86	1379.15	53302.03	6408.27	20783.56	1633.44	30979.67	6033.47	8290.3	False	1	PA
D	E	None	D	VA	OH	74735.09	79023.26	6045.28	79301.56	2299.75	79023.26	79301.56	160	223	2910	875	378	165	0	0	0	39651.46	2231.6	90738.8	9558.55	35930.93	1940.89	96892.67	13391.18	26648.56	False	1	VA
None	H	D	None	OR	PA	242997.97	171080.03	13087.62	233401.65	6768.65	171080.03	233401.65	174	206	9237	572	738	175	0	0	0	112120.62	7481.9	245069.06	31295.07	131202.79	5304.79	195570.82	35036.62	63069.04	False	5	OR
H	None	G	H	NM	IA	133432.95	112564.6	8611.19	169598.17	4918.35	112564.6	169598.17	149	264	9918	980	660	296	0	1	0	60764.95	8605.11	160014.93	20519.0	62448.28	5703.04	172842.92	25520.75	31339.87	False	4	NM
E	None	None	E	PA	KS	106725.64	119151.06	9115.06	133447.75	3869.98	119151.06	133447.75	294	277	1697	400	445	309	0	0	0	48384.31	7182.13	124260.86	17458.63	48499.31	6170.77	90319.05	17645.03	15803.94	False	4	PA
None	D	P	P	NJ	WY	118764.58	110137.55	8425.52	141752.9	4110.83	110137.55	141752.9	101	148	4728	248	270	327	1	1	1	59638.18	4082.13	144345.24	22832.23	62793.9	3696.35	101792.31	16840.42	36031.37	False	4	NJ
None	E	None	D	ND	AK	117297.95	90266.88	6905.42	99137.6	2874.99	90266.88	99137.6	259	183	7731	293	770	491	1	0	1	54466.99	6261.71	145194.69	19189.81	59334.38	5200.44	98999.94	23438.55	22019.5	False	4	ND
P	None	H	D	KS	RI	69470.97	80743.08	6176.85	83212.65	2413.17	80743.08	83212.65	100	210	3909	785	924	604	0	0	1	38011.18	3840.91	51843.54	10886.28	33622.1	3810.93	69553.96	9662.19	24086.19	False	1	KS
None	P	D	E	AR	WV	106090.66	94533.51	7231.81	76212.92	2210.17	94533.51	76212.92	158	274	5159	169	170	370	0	0	1	51050.13	5927.97	80603.0	16644.21	56659.41	4775.5	135662.12	13391.74	13688.85	False	1	AR
None	E	H	G	TX	NM	146932.54	162443.55	12426.93	133372.25	3867.8	162443.55	133372.25	262	145	6002	695	355	192	0	0	0	71824.26	5132.92	173273.75	21524.53	67306.62	6046.72	166761.98	23468.28	34789.67	False	4	TX
E	G	None	None	AR	WA	89269.32	85120.99	6511.76	105574.26	3061.65	85120.99	105574.26	238	121	3485	964	283	993	0	0	0	41893.46	2529.44	71655.28	9546.15	44293.75	1964.24	106064.29	11793.06	13183.04	False	1	AR
None	H	G	None	LA	MT	154484.59	138776.99	10616.44	169018.19	4901.53	138776.99	169018.19	103	241	4745	806	903	834	1	0	0	79072.82	5932.58	170358.36	25643.03	79650.99	6552.83	120982.74	17272.9	31922.2	False	0	LA
D	None	None	None	PA	UT	124382.04	157108.33	12018.79	145696.38	4225.2	157108.33	145696.38	252	264	7379	559	987	447	0	0	1	65010.0	5581.82	100797.42	24742.79	63585.09	5983.19	109982.17	22810.67	13024.0	False	4	PA
E	None	G	G	MA	DC	189699.49	179875.64	13760.49	225583.07	6541.91	179875.64	225583.07	292	125	3343	599	658	632	0	0	0	103825.54	6303.03	189423.04	24309.7	95541.73	6833.06	155848.26	34597.49	65816.15	False	3	MA
None	None	E	H	IA	NV	134728.5	173427.72	13267.22	154836.03	4490.24	173427.72	154836.03	240	261	9771	795	649	194	1	1	0	67863.19	7018.2	101396.57	22116.76	69690.36	5898.07	101360.85	22043.3	42113.76	False	4	IA
H	P	None	D	AZ	NV	232138.16	183799.22	14060.64	278965.01	8089.99	183799.22	278965.01	247	109	6091	699	285	790	0	0	0	122661.05	11683.35	196236.05	34286.72	126315.1	10377.28	204017.12	43688.89	54657.81	False	3	AZ
H	None	H	None	HI	KS	168728.92	178570.12	13660.61	128567.87	3728.47	178570.12	128567.87	143	300	1515	115	103	441	1	0	0	83913.42	6500.68	118142.89	28963.11	75978.56	7704.84	196260.26	20313.5	56697.37	False	4	HI
None	G	E	D	RI	TX	76248.01	56485.45	4321.14	78730.43	2283.18	56485.45	78730.43	267	183	7188	681	377	458	0	0	0	40607.13	2422.24	83118.96	9459.21	38092.37	2820.03	58813.31	11962.87	19149.76	False	1	RI
G	H	H	P	CT	CT	133674.68	98524.5	7537.12	105757.9	3066.98	98524.5	105757.9	246	112	7453	634	830	937	0	0	1	63763.58	5495.63	155504.25	26140.9	69269.72	6776.49	130241.58	19691.6	48524.82	True	4	CT
None	G	E	D	WV	UT	175527.76	208658.82	15962.4	173239.4	5023.94	208658.82	173239.4	256	179	2152	951	690	765	0	0	0	93340.99	5123.84	154749.84	23384.05	85725.57	4154.28	219100.22	34981.34	39400.69	False	5	WV
None	None	None	None	LA	TX	118861.04	84845.79	6490.7	135187.64	3920.44	84845.79	135187.64	225	214	9428	940	986	485	0	1	1	54215.09	2662.21	88624.94	12910.95	57455.41	1997.88	129971.31	23196.11	32214.03	False	4	LA
E	E	P	None	HI	IL	127542.9	124691.45	9538.9	143938.02	4174.2	124691.45	143938.02	132	238	5764	948	486	916	0	0	0	61044.73	4566.26	129067.22	19569.0	59012.84	4783.62	151213.21	22712.44	12939.69	False	4	HI
G	E	G	None	IN	NC	244206.13	188618.0	14429.28	286798.61	8317.16	188618.0	286798.61	269	251	2708	393	270	565	1	0	0	131186.42	7714.71	198208.52	39912.83	118714.49	7899.04	175239.46	42715.11	78842.5	False	3	IN
P	D	E	H	WA	FL	133256.78	172465.27	13193.59	168756.92	4893.95	172465.27	168756.92	189	111	1803	786	617	995	1	0	1	63613.68	5257.47	137223.41	18138.81	64666.21	6252.01	106968.47	14033.54	35018.34	False	4	WA
D	G	None	None	ID	OH	111738.04	122127.55	9342.76	123357.01	3577.35	122127.55	123357.01	132	186	5660	733	122	571	0	0	1	57808.24	6913.11	92289.3	21376.26	56276.81	4907.03	138071.11	21399.49	34004.44	False	4	ID
None	None	None	H	DC	WI	89150.49	85198.44	6517.68	93237.97	2703.9	85198.44	93237.97	275	272	5160	312	128	933	1	1	1	46537.15	5364.85	109321.43	11525.37	44642.99	5339.81	74296.57	17167.29	21568.42	False	1	DC
E	None	D	None	CA	SC	109382.61	90393.48	6915.1	128324.58	3721.41	90393.48	128324.58	126	175	6921	143	405	250	0	0	0	60147.08	5431.74	140782.4	13010.5	56552.44	4332.18	111096.86	12647.11	23176.83	False	1	CA
None	E	None	None	ME	IN	146003.12	125377.83	9591.4	152665.76	4427.31	125377.83	152665.76	106	102	8167	218	182	282	0	0	1	78457.42	5242.89	166864.68	17384.66	65768.55	6057.37	112890.3	16234.4	49876.37	False	4	ME
G	P	E	None	ND	KY	205138.02	218889.23	16745.03	213290.75	6185.43	218889.23	213290.75	283	184	3658	151	429	134	0	0	1	102469.82	9451.27	241823.06	31635.23	94423.5	9390.52	222444.79	26617.41	31689.11	False	5	ND
None	P	None	D	SD	NE	180203.62	138410.06	10588.37	181330.61	5258.59	138410.06	181330.61	137	132	1320	191	305	217	0	0	0	93562.67	5762.12	152845.7	23049.28	87834.12	4744.7	224355.38	25591.68	44281.54	False	4	SD
P	E	None	None	IN	GA	93096.11	115093.6	8804.66	80194.18	2325.63	115093.6	80194.18	217	100	1405	694	684	838	1	0	1	49629.35	5768.53	65547.98	16143.5	44822.85	3917.92	82196.97	9833.05	23572.8	False	1	IN
None	E	H	P	CA	CA	239891.84	254453.4	19465.69	256966.99	7452.04	254453.4	256966.99	208	299	9680	285	246	889	0	1	0	118173.0	7197.87	252988.69	38242.41	130307.58	7526.9	275884.16	40437.64	61983.56	False	5	CA
None	D	G	G	OH	IL	208685.32	230563.34	17638.1	162400.68	4709.62	230563.34	162400.68	221	171	7230	887	764	295	0	1	1	111004.8	4255.81	270012.0	24235.49	107241.39	5488.99	263009.55	21047.41	68672.57	True	5	OH
D	E	G	None	NM	CT	185735.58	206101.66	15766.78	145517.04	4219.99	206101.66	145517.04	151	234	6162	755	858	501	1	0	0	90980.55	5410.55	181874.44	36812.64	84925.84	3673.66	196015.24	32860.82	20727.58	False	4	NM
None	P	None	P	NM	ME	128967.4	119139.29	9114.16	165363.71	4795.55	119139.29	165363.71	105	255	6937	950	964	467	0	0	0	68623.79	2859.85	167582.59	23713.61	58711.82	2835.47	116131.57	19839.13	37481.89	False	4	NM
D	None	None	G	PA	IL	63183.99	63679.25	4871.46	67018.04	1943.52	63679.25	67018.04	218	130	5551	144	469	726	0	0	0	31513.61	3661.76	49557.51	7465.41	33900.69	4189.2	79053.6	7187.6	16266.15	False	1	PA
P	E	D	P	WY	CA	158751.92	189646.77	14507.98	191677.69	5558.65	189646.77	191677.69	161	198	8330	672	316	537	0	1	0	74882.38	9165.7	205808.89	29303.69	86435.54	6689.41	174754.44	20263.75	26821.65	False	3	WY
D	E	E	H	MN	OH	151662.36	186300.21	14251.97	196126.49	5687.67	186300.21	196126.49	240	235	4050	635	115	687	0	0	0	72279.37	7646.03	164556.99	20852.28	81240.35	7081.19	171374.33	27023.97	52760.13	False	2	MN
D	D	D	None	MA	MD	175227.18	160732.56	12296.04	156662.05	4543.2	160732.56	156662.05	115	280	3084	563	713	240	0	0	0	94490.43	7288.96	220495.32	23301.18	85215.79	8727.91	192824.3	34393.96	64112.16	False	4	MA
None	G	None	D	OK	WV	123479.1	152908.17	11697.48	119440.65	3463.78	152908.17	119440.65	234	241	6149	754	803	341	1	0	1	57921.56	5451.36	127980.57	23473.36	58903.3	6575.62	139044.26	17518.0	18309.3	False	4	OK
None	None	None	None	GA	ID	94211.42	87265.69	6675.83	115688.08	3354.95	87265.69	115688.08	189	195	7836	489	867	925	0	1	0	45707.39	2125.87	110493.18	14873.53	48828.56	2084.16	100165.32	15655.35	15767.48	False	1	GA
None	None	H	G	SD	WV	227573.1	198143.73	15158.0	246748.18	7155.7	198143.73	246748.18	118	150	3039	959	111	781	1	0	0	119177.7	11747.14	279573.32	28346.32	105056.84	10098.17	182342.21	26618.09	30351.43	False	3	SD
None	None	D	G	ID	MD	96160.55	105186.81	8046.79	104461.93	3029.4	105186.81	104461.93	177	272	2005	794	475	444	1	1	0	49753.65	2805.81	93554.1	14052.5	50810.66	3871.21	89620.63	13057.26	34928.82	False	1	ID
None	None	None	H	FL	OK	75737.53	54919.61	4201.35	68764.69	1994.18	54919.61	68764.69	138	294	6129	855	516	178	0	1	0	37686.12	2433.21	76490.95	8108.98	41621.79	2509.39	70669.93	14273.05	21483.24	False	1	FL
E	E	G	None	KS	IA	71579.85	79362.84	6071.26	91621.2	2657.01	79362.84	91621.2	125	116	7777	683	854	750	1	0	0	35193.86	2885.05	60747.45	7793.98	38699.69	2982.04	51505.82	13064.76	12398.46	False	1	KS
None	E	D	E	WV	WA	198314.52	254189.88	19445.53	228712.2	6632.65	254189.88	228712.2	263	234	7127	654	745	934	0	0	0	107422.92	5257.27	167579.92	36802.8	105992.64	4923.09	237884.89	34519.72	62463.24	False	5	WV
P	P	None	None	MT	MS	206940.31	217775.1	16659.8	145490.14	4219.21	217775.1	145490.14	194	253	8143	543	174	780	1	0	1	103920.07	6793.22	212056.07	23334.06	93836.23	6363.71	220631.0	35518.43	28919.58	False	5	MT
None	H	None	None	OK	HI	231688.83	255684.97	19559.9	264165.15	7660.79	255684.97	264165.15	200	273	1050	967	950	235	0	0	1	116109.33	7580.59	166422.5	26618.78	118930.2	6723.57	185324.23	31208.73	75157.26	True	3	OK
D	P	None	None	IL	DC	86269.34	101835.35	7790.4	73915.66	2143.55	101835.35	73915.66	187	222	3868	277	916	701	0	0	1	44727.94	1894.29	101476.35	11417.22	45883.22	2027.69	103716.36	13414.92	30899.78	False	1	IL
None	None	P	E	ID	WI	89902.99	77578.29	5934.74	115385.18	3346.17	77578.29	115385.18	250	251	9226	971	379	864	0	0	0	46412.91	5826.38	94368.36	10950.94	41139.72	3746.97	70038.7	12408.86	22245.21	False	1	ID
H	H	None	P	VT	KY	136463.61	140178.4	10723.65	121953.32	3536.65	140178.4	121953.32	117	133	5481	911	123	252	1	0	0	64644.89	4970.49	152329.05	19592.78	63882.31	5284.68	98760.58	25225.12	49107.66	False	4	VT
H	G	E	None	RI	MA	229530.86	194807.46	14902.77	282067.61	8179.96	194807.46	282067.61	285	142	7354	207	395	554	1	0	0	121336.56	10085.47	169307.1	37932.62	120935.02	7528.69	203954.49	33735.03	55010.21	False	3	RI
None	G	None	None	AZ	MO	58895.08	64710.52	4950.35	45500.44	1319.51	64710.52	45500.44	284	195	2154	345	827	931	1	0	0	29167.7	2776.54	73444.01	8063.68	28746.63	2659.32	45523.14	7637.09	7284.42	False	1	AZ
P	D	P	None	TN	CO	85929.85	78467.45	6002.76	90189.63	2615.5	78467.45	90189.63	296	289	8024	707	257	174	0	1	0	41385.11	4140.7	87862.16	12958.4	42405.69	3576.99	84400.97	12188.5	23747.1	False	1	TN
E	None	None	None	NY	MT	169940.55	183562.24	14042.51	162891.44	4723.85	183562.24	162891.44	239	133	3942	623	793	167	0	0	0	81510.14	5212.57	184718.34	27213.21	88242.72	5776.36	182735.72	20075.58	39380.04	False	0	NY
G	H	H	H	AZ	NJ	236473.8	300810.64	23012.01	210840.47	6114.37	300810.64	210840.47	284	231	4923	438	635	449	0	0	0	126509.41	4435.05	201787.39	45779.33	112468.19	5300.61	176986.99	37623.46	45103.37	False	3	AZ
None	None	P	None	NY	PA	47280.02	51978.73	3976.37	54780.26	1588.63	51978.73	54780.26	154	205	2049	671	488	781	1	0	0	25010.14	2522.9	52538.96	6959.74	25080.58	1557.29	44274.83	8445.8	12042.77	False	1	NY
None	H	E	None	MD	MD	236465.42	274085.33	20967.53	251541.35	7294.7	274085.33	251541.35	221	233	1718	997	470	934	0	1	0	113906.79	6217.29	281485.98	44184.41	107661.12	6561.12	203787.71	25658.3	65246.66	True	3	MD
D	P	None	G	WV	KS	101817.84	103545.82	7921.26	109480.33	3174.93	103545.82	109480.33	298	217	2614	170	479	325	0	1	0	53598.18	2009.5	121590.69	18079.81	55869.15	2997.08	130516.27	19987.97	22399.78	False	1	WV
G	None	P	G	VA	NH	142450.6	158107.71	12095.24	138292.65	4010.49	158107.71	138292.65	148	249	3744	780	878	595	0	0	0	73362.69	7428.66	135010.92	22320.73	65199.24	6846.92	182545.83	18829.24	38815.63	False	4	VA
None	G	H	G	PA	WI	45360.29	50225.32	3842.24	50617.12	1467.9	50225.32	50617.12	229	228	4931	620	339	343	0	0	0	23155.66	1813.6	56093.34	6898.49	22026.66	1298.96	31965.32	8522.18	5752.4	False	1	PA
G	D	None	None	OK	IL	145889.01	110654.43	8465.06	185038.62	5366.12	110654.43	185038.62	189	288	3568	326	889	146	1	1	1	75549.35	5889.83	155786.17	19714.34	68577.63	5049.23	146421.41	22315.61	33563.99	False	4	OK
H	None	None	None	UT	AZ	209162.45	147681.25	11297.62	149917.18	4347.6	147681.25	149917.18	283	134	3548	486	790	751	0	1	0	103276.61	7215.94	190484.39	36734.58	96437.14	6549.87	153007.64	23110.57	39021.31	False	4	UT
P	H	E	H	MI	MA	68994.48	61561.67	4709.47	80081.78	2322.37	61561.67	80081.78	208	297	6484	141	262	587	0	0	0	31456.15	2518.31	70305.52	11570.22	32392.44	2489.36	72064.78	13258.02	23612.83	False	1	MI
None	None	None	P	NY	GA	81328.83	58710.32	4491.34	59275.05	1718.98	58710.32	59275.05	187	163	3108	996	420	830	0	0	0	37513.78	3267.31	83699.12	9957.59	42523.4	3797.72	62254.43	15184.97	9920.48	False	1	NY
G	None	None	D	KY	NM	120720.41	107158.22	8197.6	151977.66	4407.35	107158.22	151977.66	255	171	1779	412	270	434	0	0	0	65666.59	2443.89	108953.49	19380.16	66000.63	2665.57	105212.58	14449.8	21941.89	False	4	KY
G	None	None	None	HI	FL	151130.4	163290.32	12491.71	189514.23	5495.91	163290.32	189514.23	161	232	7341	382	790	386	1	0	0	72619.49	6009.94	167361.68	19322.05	71660.76	8327.17	138227.16	20578.55	27968.48	False	4	HI
None	P	G	D	NE	TN	132218.02	95774.95	7326.78	119499.85	3465.5	95774.95	119499.85	289	127	5495	231	573	352	1	0	0	66787.22	5718.65	116835.73	24800.68	62826.48	5549.06	120384.59	25901.84	47167.89	False	4	NE
None	None	H	G	ME	RI	67708.69	72211.18	5524.16	61725.64	1790.04	72211.18	61725.64	198	112	1102	765	261	306	0	0	1	32225.4	3236.63	62884.14	7209.4	31005.29	3381.1	61148.76	10252.66	24951.44	False	1	ME
D	G	None	E	MT	MS	193916.71	209852.57	16053.72	243846.0	7071.53	209852.57	243846.0	268	184	2984	912	557	493	0	0	0	93820.52	9710.61	183519.1	32252.63	103683.25	6635.39	242965.64	20637.15	57108.86	False	3	MT
G	G	None	None	VT	NJ	106876.37	95686.59	7320.02	93749.0	2718.72	95686.59	93749.0	248	260	1318	433	938	131	1	0	0	58480.64	6080.78	129924.11	15289.43	48561.62	4408.71	100234.74	17158.68	16645.06	False	1	VT
None	E	P	P	NC	MN	69299.0	64960.22	4969.46	81344.96	2359.0	64960.22	81344.96	252	161	2978	200	461	955	1	0	0	35004.34	1823.82	55929.19	9541.02	34129.7	1856.21	76477.38	12059.46	21219.79	False	1	NC
None	P	P	P	ID	MN	223697.35	173664.72	13285.35	193211.9	5603.15	173664.72	193211.9	297	259	4315	168	553	155	0	1	0	110002.13	10467.13	175438.67	26996.29	106221.21	11080.81	204230.81	34384.75	75633.84	False	5	ID
None	G	D	None	AZ	LA	45096.21	41067.46	3141.66	35239.72	1021.95	41067.46	35239.72	232	262	4765	914	917	445	0	0	0	23351.0	1299.87	55892.72	7150.65	21517.86	972.1	51187.11	8053.97	16241.03	False	1	AZ
D	P	None	None	CT	DC	232346.96	262238.87	20061.27	202090.08	5860.61	262238.87	202090.08	108	158	4711	747	702	879	1	0	0	109506.44	4227.22	236687.03	24450.48	105028.46	5130.1	165520.42	32909.1	41122.59	False	5	CT
None	None	G	None	KS	ND	143937.88	134700.05	10304.55	183704.72	5327.44	134700.05	183704.72	161	215	9079	400	565	380	1	0	1	78623.79	3365.6	157538.11	24259.05	78617.85	3731.81	172124.73	27120.07	24820.3	False	4	KS
None	H	P	H	CT	KY	213652.17	201583.12	15421.11	222040.62	6439.18	201583.12	222040.62	212	261	9319	643	219	959	0	0	0	113671.35	5792.48	219098.69	29892.3	115954.2	7620.51	216756.34	37106.01	59295.54	False	5	CT
P	H	H	P	ME	CO	54704.05	59087.68	4520.21	46503.36	1348.6	59087.68	46503.36	118	225	1685	535	158	538	1	0	1	28398.55	1367.25	44600.85	7397.49	29983.43	1489.72	60529.73	9061.64	11933.71	False	1	ME
E	D	G	None	ND	WV	205898.95	254745.34	19488.02	148747.84	4313.69	254745.34	148747.84	159	171	2555	883	773	143	0	0	0	104518.44	8688.11	152080.58	32757.03	103511.09	9536.1	158535.45	23862.36	40246.89	False	5	ND
P	D	G	D	DC	ID	90441.64	116850.43	8939.06	83119.0	2410.45	116850.43	83119.0	214	164	5578	979	125	939	0	0	1	41556.88	3567.86	73092.93	12117.76	46116.22	3356.91	110740.91	11253.84	33157.81	False	1	DC
